kp=1.47,Kd=0.46,Ki=0.07
kp=1.47,Kd=0.46,Ki=0.08
kp=1.47,Kd=0.46,Ki=0.09
kp=1.47,Kd=0.46,Ki=0.1
kp=1.47,Kd=0.46,Ki=0.11
kp=1.47,Kd=0.46,Ki=0.12
kp=1.47,Kd=0.46,Ki=0.13
kp=1.47,Kd=0.46,Ki=0.14
kp=1.47,Kd=0.46,Ki=0.15
kp=1.47,Kd=0.46,Ki=0.16
kp=1.47,Kd=0.46,Ki=0.17
kp=1.47,Kd=0.46,Ki=0.18
kp=1.47,Kd=0.46,Ki=0.19
kp=1.47,Kd=0.46,Ki=0.2
kp=1.47,Kd=0.46,Ki=0.21
kp=1.47,Kd=0.46,Ki=0.22
kp=1.47,Kd=0.46,Ki=0.23
kp=1.47,Kd=0.46,Ki=0.24
kp=1.47,Kd=0.46,Ki=0.25
kp=1.47,Kd=0.46,Ki=0.26
kp=1.47,Kd=0.46,Ki=0.27
kp=1.47,Kd=0.46,Ki=0.28
kp=1.47,Kd=0.46,Ki=0.29
kp=1.47,Kd=0.46,Ki=0.3
kp=1.47,Kd=0.46,Ki=0.31
kp=1.47,Kd=0.46,Ki=0.32
kp=1.47,Kd=0.47000000000000003,Ki=0.02
kp=1.47,Kd=0.47000000000000003,Ki=0.03
kp=1.47,Kd=0.47000000000000003,Ki=0.04
kp=1.47,Kd=0.47000000000000003,Ki=0.05
kp=1.47,Kd=0.47000000000000003,Ki=0.06
kp=1.47,Kd=0.47000000000000003,Ki=0.07
kp=1.47,Kd=0.47000000000000003,Ki=0.08
kp=1.47,Kd=0.47000000000000003,Ki=0.09
kp=1.47,Kd=0.47000000000000003,Ki=0.1
kp=1.47,Kd=0.47000000000000003,Ki=0.11
kp=1.3800000000000001,Kd=0.32,Ki=0.02
kp=1.3800000000000001,Kd=0.32,Ki=0.03
kp=1.3800000000000001,Kd=0.32,Ki=0.04
kp=1.3800000000000001,Kd=0.32,Ki=0.05
kp=1.3800000000000001,Kd=0.33,Ki=0.02
kp=1.3800000000000001,Kd=0.33,Ki=0.03
kp=1.3800000000000001,Kd=0.33,Ki=0.04
kp=1.3800000000000001,Kd=0.33,Ki=0.05
kp=1.3800000000000001,Kd=0.33,Ki=0.06
kp=1.3800000000000001,Kd=0.33,Ki=0.07
kp=1.3800000000000001,Kd=0.33,Ki=0.08
kp=1.3800000000000001,Kd=0.33,Ki=0.09
kp=1.3800000000000001,Kd=0.34,Ki=0.02
kp=1.3800000000000001,Kd=0.34,Ki=0.03
kp=1.3800000000000001,Kd=0.34,Ki=0.04
kp=1.3800000000000001,Kd=0.34,Ki=0.05
kp=1.3800000000000001,Kd=0.34,Ki=0.06
kp=1.3800000000000001,Kd=0.34,Ki=0.07
kp=1.3800000000000001,Kd=0.34,Ki=0.08
kp=1.3800000000000001,Kd=0.34,Ki=0.09
kp=1.3800000000000001,Kd=0.34,Ki=0.1
kp=1.3800000000000001,Kd=0.34,Ki=0.11
kp=1.3800000000000001,Kd=0.34,Ki=0.12
kp=1.3800000000000001,Kd=0.34,Ki=0.13
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.02
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.03
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.04
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.05
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.06
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.07
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.08
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.09
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.1
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.11
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.12
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.13
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.14
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.15
kp=1.3800000000000001,Kd=0.35000000000000003,Ki=0.16
kp=1.3800000000000001,Kd=0.36,Ki=0.02
kp=1.3800000000000001,Kd=0.36,Ki=0.03
kp=1.3800000000000001,Kd=0.36,Ki=0.04
kp=1.3800000000000001,Kd=0.36,Ki=0.05
kp=1.3800000000000001,Kd=0.36,Ki=0.06
kp=1.3800000000000001,Kd=0.36,Ki=0.07
kp=1.3800000000000001,Kd=0.36,Ki=0.08
kp=1.3800000000000001,Kd=0.36,Ki=0.09
kp=1.3800000000000001,Kd=0.36,Ki=0.1
kp=1.3800000000000001,Kd=0.36,Ki=0.11
kp=1.3800000000000001,Kd=0.36,Ki=0.12
kp=1.3800000000000001,Kd=0.36,Ki=0.13
kp=1.3800000000000001,Kd=0.36,Ki=0.14
kp=1.3800000000000001,Kd=0.36,Ki=0.15
kp=1.3800000000000001,Kd=0.36,Ki=0.16
kp=1.3800000000000001,Kd=0.36,Ki=0.17
kp=1.3800000000000001,Kd=0.36,Ki=0.18
kp=1.3800000000000001,Kd=0.36,Ki=0.19
kp=1.3800000000000001,Kd=0.37,Ki=0.02
kp=1.3800000000000001,Kd=0.37,Ki=0.03
kp=1.3800000000000001,Kd=0.37,Ki=0.04
kp=1.3800000000000001,Kd=0.37,Ki=0.05
kp=1.3800000000000001,Kd=0.37,Ki=0.06
kp=1.3800000000000001,Kd=0.37,Ki=0.07
kp=1.3800000000000001,Kd=0.37,Ki=0.08
kp=1.3800000000000001,Kd=0.37,Ki=0.09
kp=1.3800000000000001,Kd=0.37,Ki=0.1
kp=1.3800000000000001,Kd=0.37,Ki=0.11
kp=1.3800000000000001,Kd=0.37,Ki=0.12
kp=1.3800000000000001,Kd=0.37,Ki=0.13
kp=1.3800000000000001,Kd=0.37,Ki=0.14
kp=1.3800000000000001,Kd=0.37,Ki=0.15
kp=1.3800000000000001,Kd=0.37,Ki=0.16
kp=1.3800000000000001,Kd=0.37,Ki=0.17
kp=1.3800000000000001,Kd=0.37,Ki=0.18
kp=1.3800000000000001,Kd=0.37,Ki=0.19
kp=1.3800000000000001,Kd=0.37,Ki=0.2
kp=1.3800000000000001,Kd=0.37,Ki=0.21
kp=1.3800000000000001,Kd=0.38,Ki=0.02
kp=1.3800000000000001,Kd=0.38,Ki=0.03
kp=1.3800000000000001,Kd=0.38,Ki=0.04
kp=1.3800000000000001,Kd=0.38,Ki=0.05
kp=1.3800000000000001,Kd=0.38,Ki=0.06
kp=1.3800000000000001,Kd=0.38,Ki=0.07
kp=1.3800000000000001,Kd=0.38,Ki=0.08
kp=1.3800000000000001,Kd=0.38,Ki=0.09
kp=1.3800000000000001,Kd=0.38,Ki=0.1
kp=1.3800000000000001,Kd=0.38,Ki=0.11
kp=1.3800000000000001,Kd=0.38,Ki=0.12
kp=1.3800000000000001,Kd=0.38,Ki=0.13
kp=1.3800000000000001,Kd=0.38,Ki=0.14
kp=1.3800000000000001,Kd=0.38,Ki=0.15
kp=1.3800000000000001,Kd=0.38,Ki=0.16
kp=1.3800000000000001,Kd=0.38,Ki=0.17
kp=1.3800000000000001,Kd=0.38,Ki=0.18
kp=1.3800000000000001,Kd=0.38,Ki=0.19
kp=1.3800000000000001,Kd=0.38,Ki=0.2
kp=1.3800000000000001,Kd=0.38,Ki=0.21
kp=1.3800000000000001,Kd=0.38,Ki=0.22
kp=1.3800000000000001,Kd=0.38,Ki=0.23
kp=1.3800000000000001,Kd=0.39,Ki=0.02
kp=1.3800000000000001,Kd=0.39,Ki=0.03
kp=1.3800000000000001,Kd=0.39,Ki=0.04
kp=1.3800000000000001,Kd=0.39,Ki=0.05
kp=1.3800000000000001,Kd=0.39,Ki=0.06
kp=1.3800000000000001,Kd=0.39,Ki=0.07
kp=1.3800000000000001,Kd=0.39,Ki=0.08
kp=1.3800000000000001,Kd=0.39,Ki=0.09
kp=1.3800000000000001,Kd=0.39,Ki=0.1
kp=1.3800000000000001,Kd=0.39,Ki=0.11
kp=1.3800000000000001,Kd=0.39,Ki=0.12
kp=1.3800000000000001,Kd=0.39,Ki=0.13
kp=1.3800000000000001,Kd=0.39,Ki=0.14
kp=1.3800000000000001,Kd=0.39,Ki=0.15
kp=1.3800000000000001,Kd=0.39,Ki=0.16
kp=1.3800000000000001,Kd=0.39,Ki=0.17
kp=1.3800000000000001,Kd=0.39,Ki=0.18
kp=1.3800000000000001,Kd=0.39,Ki=0.19
kp=1.3800000000000001,Kd=0.39,Ki=0.2
kp=1.3800000000000001,Kd=0.39,Ki=0.21
kp=1.3800000000000001,Kd=0.39,Ki=0.22
kp=1.3800000000000001,Kd=0.39,Ki=0.23
kp=1.3800000000000001,Kd=0.39,Ki=0.24
kp=1.3800000000000001,Kd=0.39,Ki=0.25
kp=1.3800000000000001,Kd=0.4,Ki=0.02
kp=1.3800000000000001,Kd=0.4,Ki=0.03
kp=1.3800000000000001,Kd=0.4,Ki=0.04
kp=1.3800000000000001,Kd=0.4,Ki=0.05
kp=1.3800000000000001,Kd=0.4,Ki=0.06
kp=1.3800000000000001,Kd=0.4,Ki=0.07
kp=1.3800000000000001,Kd=0.4,Ki=0.08
kp=1.3800000000000001,Kd=0.4,Ki=0.09
kp=1.3800000000000001,Kd=0.4,Ki=0.1
kp=1.3800000000000001,Kd=0.4,Ki=0.11
kp=1.3800000000000001,Kd=0.4,Ki=0.12
kp=1.3800000000000001,Kd=0.4,Ki=0.13
kp=1.3800000000000001,Kd=0.4,Ki=0.14
kp=1.3800000000000001,Kd=0.4,Ki=0.15
kp=1.3800000000000001,Kd=0.4,Ki=0.16
kp=1.3800000000000001,Kd=0.4,Ki=0.17
kp=1.3800000000000001,Kd=0.4,Ki=0.18
kp=1.3800000000000001,Kd=0.4,Ki=0.19
kp=1.3800000000000001,Kd=0.4,Ki=0.2
kp=1.3800000000000001,Kd=0.4,Ki=0.21
kp=1.3800000000000001,Kd=0.4,Ki=0.22
kp=1.3800000000000001,Kd=0.4,Ki=0.23
kp=1.3800000000000001,Kd=0.4,Ki=0.24
kp=1.3800000000000001,Kd=0.4,Ki=0.25
kp=1.3800000000000001,Kd=0.4,Ki=0.26
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.02
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.03
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.04
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.05
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.06
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.07
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.08
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.09
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.1
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.11
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.12
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.13
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.14
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.15
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.16
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.17
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.18
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.19
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.2
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.21
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.22
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.23
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.24
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.25
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.26
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.27
kp=1.3800000000000001,Kd=0.41000000000000003,Ki=0.28
kp=1.3800000000000001,Kd=0.42,Ki=0.02
kp=1.3800000000000001,Kd=0.42,Ki=0.03
kp=1.3800000000000001,Kd=0.42,Ki=0.04
kp=1.3800000000000001,Kd=0.42,Ki=0.05
kp=1.3800000000000001,Kd=0.42,Ki=0.06
kp=1.3800000000000001,Kd=0.42,Ki=0.07
kp=1.3800000000000001,Kd=0.42,Ki=0.08
kp=1.3800000000000001,Kd=0.42,Ki=0.09
kp=1.3800000000000001,Kd=0.42,Ki=0.1
kp=1.3800000000000001,Kd=0.42,Ki=0.11
kp=1.3800000000000001,Kd=0.42,Ki=0.12
kp=1.3800000000000001,Kd=0.42,Ki=0.13
kp=1.3800000000000001,Kd=0.42,Ki=0.14
kp=1.3800000000000001,Kd=0.42,Ki=0.15
kp=1.3800000000000001,Kd=0.42,Ki=0.16
kp=1.3800000000000001,Kd=0.42,Ki=0.17
kp=1.3800000000000001,Kd=0.42,Ki=0.18
kp=1.3800000000000001,Kd=0.42,Ki=0.19
kp=1.3800000000000001,Kd=0.42,Ki=0.2
kp=1.3800000000000001,Kd=0.42,Ki=0.21
kp=1.3800000000000001,Kd=0.42,Ki=0.22
kp=1.3800000000000001,Kd=0.42,Ki=0.23
kp=1.3800000000000001,Kd=0.42,Ki=0.24
kp=1.3800000000000001,Kd=0.42,Ki=0.25
kp=1.3800000000000001,Kd=0.42,Ki=0.26
kp=1.48,Kd=0.33,Ki=0.02
kp=1.48,Kd=0.33,Ki=0.03
kp=1.48,Kd=0.33,Ki=0.04
kp=1.48,Kd=0.34,Ki=0.02
kp=1.48,Kd=0.34,Ki=0.03
kp=1.48,Kd=0.34,Ki=0.04
kp=1.48,Kd=0.34,Ki=0.05
kp=1.48,Kd=0.34,Ki=0.06
kp=1.48,Kd=0.34,Ki=0.07
kp=1.48,Kd=0.34,Ki=0.08
kp=1.48,Kd=0.35000000000000003,Ki=0.02
kp=1.48,Kd=0.35000000000000003,Ki=0.03
kp=1.48,Kd=0.35000000000000003,Ki=0.04
kp=1.48,Kd=0.35000000000000003,Ki=0.05
kp=1.48,Kd=0.35000000000000003,Ki=0.06
kp=1.48,Kd=0.35000000000000003,Ki=0.07
kp=1.48,Kd=0.35000000000000003,Ki=0.08
kp=1.48,Kd=0.35000000000000003,Ki=0.09
kp=1.48,Kd=0.35000000000000003,Ki=0.1
kp=1.48,Kd=0.35000000000000003,Ki=0.11
kp=1.48,Kd=0.35000000000000003,Ki=0.12
kp=1.48,Kd=0.36,Ki=0.02
kp=1.48,Kd=0.36,Ki=0.03
kp=1.48,Kd=0.36,Ki=0.04
kp=1.48,Kd=0.36,Ki=0.05
kp=1.48,Kd=0.36,Ki=0.06
kp=1.48,Kd=0.36,Ki=0.07
kp=1.48,Kd=0.36,Ki=0.08
kp=1.48,Kd=0.36,Ki=0.09
kp=1.48,Kd=0.36,Ki=0.1
kp=1.48,Kd=0.36,Ki=0.11
kp=1.48,Kd=0.36,Ki=0.12
kp=1.48,Kd=0.36,Ki=0.13
kp=1.48,Kd=0.36,Ki=0.14
kp=1.48,Kd=0.36,Ki=0.15
kp=1.48,Kd=0.36,Ki=0.16
kp=1.48,Kd=0.37,Ki=0.02
kp=1.48,Kd=0.37,Ki=0.03
kp=1.48,Kd=0.37,Ki=0.04
kp=1.48,Kd=0.37,Ki=0.05
kp=1.48,Kd=0.37,Ki=0.06
kp=1.48,Kd=0.37,Ki=0.07
kp=1.48,Kd=0.37,Ki=0.08
kp=1.48,Kd=0.37,Ki=0.09
kp=1.48,Kd=0.37,Ki=0.1
kp=1.48,Kd=0.37,Ki=0.11
kp=1.48,Kd=0.37,Ki=0.12
kp=1.48,Kd=0.37,Ki=0.13
kp=1.48,Kd=0.37,Ki=0.14
kp=1.48,Kd=0.37,Ki=0.15
kp=1.48,Kd=0.37,Ki=0.16
kp=1.48,Kd=0.37,Ki=0.17
kp=1.48,Kd=0.37,Ki=0.18
kp=1.48,Kd=0.37,Ki=0.19
kp=1.48,Kd=0.38,Ki=0.02
kp=1.48,Kd=0.38,Ki=0.03
kp=1.48,Kd=0.38,Ki=0.04
kp=1.48,Kd=0.38,Ki=0.05
kp=1.48,Kd=0.38,Ki=0.06
kp=1.48,Kd=0.38,Ki=0.07
kp=1.48,Kd=0.38,Ki=0.08
kp=1.48,Kd=0.38,Ki=0.09
kp=1.48,Kd=0.38,Ki=0.1
kp=1.48,Kd=0.38,Ki=0.11
kp=1.48,Kd=0.38,Ki=0.12
kp=1.48,Kd=0.38,Ki=0.13
kp=1.48,Kd=0.38,Ki=0.14
kp=1.48,Kd=0.38,Ki=0.15
kp=1.48,Kd=0.38,Ki=0.16
kp=1.48,Kd=0.38,Ki=0.17
kp=1.48,Kd=0.38,Ki=0.18
kp=1.48,Kd=0.38,Ki=0.19
kp=1.48,Kd=0.38,Ki=0.2
kp=1.48,Kd=0.38,Ki=0.21
kp=1.48,Kd=0.38,Ki=0.22
kp=1.48,Kd=0.39,Ki=0.02
kp=1.48,Kd=0.39,Ki=0.03
kp=1.48,Kd=0.39,Ki=0.04
kp=1.48,Kd=0.39,Ki=0.05
kp=1.48,Kd=0.39,Ki=0.06
kp=1.48,Kd=0.39,Ki=0.07
kp=1.48,Kd=0.39,Ki=0.08
kp=1.48,Kd=0.39,Ki=0.09
kp=1.48,Kd=0.39,Ki=0.1
kp=1.48,Kd=0.39,Ki=0.11
kp=1.48,Kd=0.39,Ki=0.12
kp=1.48,Kd=0.39,Ki=0.13
kp=1.48,Kd=0.39,Ki=0.14
kp=1.48,Kd=0.39,Ki=0.15
kp=1.48,Kd=0.39,Ki=0.16
kp=1.48,Kd=0.39,Ki=0.17
kp=1.48,Kd=0.39,Ki=0.18
kp=1.48,Kd=0.39,Ki=0.19
kp=1.48,Kd=0.39,Ki=0.2
kp=1.48,Kd=0.39,Ki=0.21
kp=1.48,Kd=0.39,Ki=0.22
kp=1.48,Kd=0.39,Ki=0.23
kp=1.48,Kd=0.39,Ki=0.24
kp=1.48,Kd=0.4,Ki=0.02
kp=1.48,Kd=0.4,Ki=0.03
kp=1.48,Kd=0.4,Ki=0.04
kp=1.48,Kd=0.4,Ki=0.05
kp=1.48,Kd=0.4,Ki=0.06
kp=1.48,Kd=0.4,Ki=0.07
kp=1.48,Kd=0.4,Ki=0.08
kp=1.48,Kd=0.4,Ki=0.09
kp=1.48,Kd=0.4,Ki=0.1
kp=1.48,Kd=0.4,Ki=0.11
kp=1.48,Kd=0.4,Ki=0.12
kp=1.48,Kd=0.4,Ki=0.13
kp=1.48,Kd=0.4,Ki=0.14
kp=1.48,Kd=0.4,Ki=0.15
kp=1.48,Kd=0.4,Ki=0.16
kp=1.48,Kd=0.4,Ki=0.17
kp=1.48,Kd=0.4,Ki=0.18
kp=1.48,Kd=0.4,Ki=0.19
kp=1.48,Kd=0.4,Ki=0.2
kp=1.48,Kd=0.4,Ki=0.21
kp=1.48,Kd=0.4,Ki=0.22
kp=1.48,Kd=0.4,Ki=0.23
kp=1.48,Kd=0.4,Ki=0.24
kp=1.48,Kd=0.4,Ki=0.25
kp=1.48,Kd=0.4,Ki=0.26
kp=1.48,Kd=0.41000000000000003,Ki=0.02
kp=1.48,Kd=0.41000000000000003,Ki=0.03
kp=1.48,Kd=0.41000000000000003,Ki=0.04
kp=1.48,Kd=0.41000000000000003,Ki=0.05
kp=1.48,Kd=0.41000000000000003,Ki=0.06
kp=1.48,Kd=0.41000000000000003,Ki=0.07
kp=1.48,Kd=0.41000000000000003,Ki=0.08
kp=1.48,Kd=0.41000000000000003,Ki=0.09
kp=1.48,Kd=0.41000000000000003,Ki=0.1
kp=1.48,Kd=0.41000000000000003,Ki=0.11
kp=1.48,Kd=0.41000000000000003,Ki=0.12
kp=1.48,Kd=0.41000000000000003,Ki=0.13
kp=1.48,Kd=0.41000000000000003,Ki=0.14
kp=1.48,Kd=0.41000000000000003,Ki=0.15
kp=1.48,Kd=0.41000000000000003,Ki=0.16
kp=1.48,Kd=0.41000000000000003,Ki=0.17
kp=1.48,Kd=0.41000000000000003,Ki=0.18
kp=1.48,Kd=0.41000000000000003,Ki=0.19
kp=1.48,Kd=0.41000000000000003,Ki=0.2
kp=1.48,Kd=0.41000000000000003,Ki=0.21
kp=1.48,Kd=0.41000000000000003,Ki=0.22
kp=1.48,Kd=0.41000000000000003,Ki=0.23
kp=1.48,Kd=0.41000000000000003,Ki=0.24
kp=1.48,Kd=0.41000000000000003,Ki=0.25
kp=1.48,Kd=0.41000000000000003,Ki=0.26
kp=1.48,Kd=0.41000000000000003,Ki=0.27
kp=1.48,Kd=0.41000000000000003,Ki=0.28
kp=1.48,Kd=0.42,Ki=0.02
kp=1.48,Kd=0.42,Ki=0.03
kp=1.48,Kd=0.42,Ki=0.04
kp=1.48,Kd=0.42,Ki=0.05
kp=1.48,Kd=0.42,Ki=0.06
kp=1.48,Kd=0.42,Ki=0.07
kp=1.48,Kd=0.42,Ki=0.08
kp=1.48,Kd=0.42,Ki=0.09
kp=1.48,Kd=0.42,Ki=0.1
kp=1.48,Kd=0.42,Ki=0.11
kp=1.48,Kd=0.42,Ki=0.12
kp=1.48,Kd=0.42,Ki=0.13
kp=1.48,Kd=0.42,Ki=0.14
kp=1.48,Kd=0.42,Ki=0.15
kp=1.48,Kd=0.42,Ki=0.16
kp=1.48,Kd=0.42,Ki=0.17
kp=1.48,Kd=0.42,Ki=0.18
kp=1.48,Kd=0.42,Ki=0.19
kp=1.48,Kd=0.42,Ki=0.2
kp=1.48,Kd=0.42,Ki=0.21
kp=1.48,Kd=0.42,Ki=0.22
kp=1.48,Kd=0.42,Ki=0.23
kp=1.48,Kd=0.42,Ki=0.24
kp=1.48,Kd=0.42,Ki=0.25
kp=1.48,Kd=0.42,Ki=0.26
kp=1.48,Kd=0.42,Ki=0.27
kp=1.48,Kd=0.42,Ki=0.28
kp=1.48,Kd=0.42,Ki=0.29
kp=1.48,Kd=0.43,Ki=0.02
kp=1.48,Kd=0.43,Ki=0.03
kp=1.48,Kd=0.43,Ki=0.04
kp=1.48,Kd=0.43,Ki=0.05
kp=1.48,Kd=0.43,Ki=0.06
kp=1.48,Kd=0.43,Ki=0.07
kp=1.48,Kd=0.43,Ki=0.08
kp=1.48,Kd=0.43,Ki=0.09
kp=1.48,Kd=0.43,Ki=0.1
kp=1.48,Kd=0.43,Ki=0.11
kp=1.48,Kd=0.43,Ki=0.12
kp=1.48,Kd=0.43,Ki=0.13
kp=1.48,Kd=0.43,Ki=0.14
kp=1.48,Kd=0.43,Ki=0.15
kp=1.48,Kd=0.43,Ki=0.16
kp=1.48,Kd=0.43,Ki=0.17
kp=1.48,Kd=0.43,Ki=0.18
kp=1.48,Kd=0.43,Ki=0.19
kp=1.48,Kd=0.43,Ki=0.2
kp=1.48,Kd=0.43,Ki=0.21
kp=1.48,Kd=0.43,Ki=0.22
kp=1.48,Kd=0.43,Ki=0.23
kp=1.48,Kd=0.43,Ki=0.24
kp=1.48,Kd=0.43,Ki=0.25
kp=1.48,Kd=0.43,Ki=0.26
kp=1.48,Kd=0.43,Ki=0.27
kp=1.48,Kd=0.43,Ki=0.28
kp=1.48,Kd=0.43,Ki=0.29
kp=1.48,Kd=0.43,Ki=0.3
kp=1.48,Kd=0.43,Ki=0.31
kp=1.48,Kd=0.44,Ki=0.02
kp=1.48,Kd=0.44,Ki=0.03
kp=1.48,Kd=0.44,Ki=0.04
kp=1.48,Kd=0.44,Ki=0.05
kp=1.48,Kd=0.44,Ki=0.06
kp=1.48,Kd=0.44,Ki=0.07
kp=1.48,Kd=0.44,Ki=0.08
kp=1.48,Kd=0.44,Ki=0.09
kp=1.48,Kd=0.44,Ki=0.1
kp=1.48,Kd=0.44,Ki=0.11
kp=1.48,Kd=0.44,Ki=0.12
kp=1.48,Kd=0.44,Ki=0.13
kp=1.48,Kd=0.44,Ki=0.14
kp=1.48,Kd=0.44,Ki=0.15
kp=1.48,Kd=0.44,Ki=0.16
kp=1.48,Kd=0.44,Ki=0.17
kp=1.48,Kd=0.44,Ki=0.18
kp=1.48,Kd=0.44,Ki=0.19
kp=1.48,Kd=0.44,Ki=0.2
kp=1.48,Kd=0.44,Ki=0.21
kp=1.48,Kd=0.44,Ki=0.22
kp=1.48,Kd=0.44,Ki=0.23
kp=1.48,Kd=0.44,Ki=0.24
kp=1.48,Kd=0.44,Ki=0.25
kp=1.48,Kd=0.44,Ki=0.26
kp=1.48,Kd=0.44,Ki=0.27
kp=1.48,Kd=0.44,Ki=0.28
kp=1.48,Kd=0.44,Ki=0.29
kp=1.48,Kd=0.44,Ki=0.3
kp=1.48,Kd=0.44,Ki=0.31
kp=1.48,Kd=0.45,Ki=0.02
kp=1.48,Kd=0.45,Ki=0.03
kp=1.48,Kd=0.45,Ki=0.04
kp=1.48,Kd=0.45,Ki=0.05
kp=1.48,Kd=0.45,Ki=0.06
kp=1.48,Kd=0.45,Ki=0.07
kp=1.48,Kd=0.45,Ki=0.08
kp=1.48,Kd=0.45,Ki=0.09
kp=1.48,Kd=0.45,Ki=0.1
kp=1.48,Kd=0.45,Ki=0.11
kp=1.48,Kd=0.45,Ki=0.12
kp=1.48,Kd=0.45,Ki=0.13
kp=1.48,Kd=0.45,Ki=0.14
kp=1.48,Kd=0.45,Ki=0.15
kp=1.48,Kd=0.45,Ki=0.16
kp=1.48,Kd=0.45,Ki=0.17
kp=1.48,Kd=0.45,Ki=0.18
kp=1.48,Kd=0.45,Ki=0.19
kp=1.48,Kd=0.45,Ki=0.2
kp=1.48,Kd=0.45,Ki=0.21
kp=1.48,Kd=0.45,Ki=0.22
kp=1.48,Kd=0.45,Ki=0.23
kp=1.48,Kd=0.45,Ki=0.24
kp=1.48,Kd=0.45,Ki=0.25
kp=1.48,Kd=0.45,Ki=0.26
kp=1.48,Kd=0.45,Ki=0.27
kp=1.48,Kd=0.45,Ki=0.28
kp=1.48,Kd=0.45,Ki=0.29
kp=1.48,Kd=0.45,Ki=0.3
kp=1.48,Kd=0.45,Ki=0.31
kp=1.48,Kd=0.45,Ki=0.32
kp=1.48,Kd=0.46,Ki=0.02
kp=1.48,Kd=0.46,Ki=0.03
kp=1.48,Kd=0.46,Ki=0.04
kp=1.48,Kd=0.46,Ki=0.05
kp=1.48,Kd=0.46,Ki=0.06
kp=1.48,Kd=0.46,Ki=0.07
kp=1.48,Kd=0.46,Ki=0.08
kp=1.48,Kd=0.46,Ki=0.09
kp=1.48,Kd=0.46,Ki=0.1
kp=1.48,Kd=0.46,Ki=0.11
kp=1.48,Kd=0.46,Ki=0.12
kp=1.48,Kd=0.46,Ki=0.13
kp=1.48,Kd=0.46,Ki=0.14
kp=1.48,Kd=0.46,Ki=0.15
kp=1.48,Kd=0.46,Ki=0.16
kp=1.48,Kd=0.46,Ki=0.17
kp=1.48,Kd=0.46,Ki=0.18
kp=1.48,Kd=0.46,Ki=0.19
kp=1.48,Kd=0.46,Ki=0.2
kp=1.48,Kd=0.46,Ki=0.21
kp=1.48,Kd=0.46,Ki=0.22
kp=1.48,Kd=0.46,Ki=0.23
kp=1.48,Kd=0.46,Ki=0.24
kp=1.48,Kd=0.46,Ki=0.25
kp=1.48,Kd=0.46,Ki=0.26
kp=1.48,Kd=0.46,Ki=0.27
kp=1.48,Kd=0.46,Ki=0.28
kp=1.48,Kd=0.46,Ki=0.29
kp=1.48,Kd=0.46,Ki=0.3
kp=1.48,Kd=0.46,Ki=0.31
kp=1.48,Kd=0.46,Ki=0.32
kp=1.48,Kd=0.47000000000000003,Ki=0.02
kp=1.48,Kd=0.47000000000000003,Ki=0.03
kp=1.48,Kd=0.47000000000000003,Ki=0.04
kp=1.48,Kd=0.47000000000000003,Ki=0.05
kp=1.48,Kd=0.47000000000000003,Ki=0.06
kp=1.48,Kd=0.47000000000000003,Ki=0.07
kp=1.48,Kd=0.47000000000000003,Ki=0.08
